no-heart-attack,heart-attack,Salary-Churn,Salary-Not-Churn,Mex-Inflation,high_school,bachelors_degree,home-expected-goals,away-expected-goals,Control-earning,Test-earning,Control-Click,Test-Click,Developing,Developed,,
,,,157822.54,,,,,,,,,,,,,
,,,119216.46,,,,,,,,,,,,,
,,,82547.01,,,,,,,,,,,,,
,,,86764.46,,,,,,,,,,,,,
,,,197372.13,,,,,,,,,,,,,
,,,129563.86,,,,,,,,,,,,,
,,,135388.89,,,,,,,,,,,,,
,,,4497.55,,,,,,,,,,,,,
,,,67885.37,,,,,,,,,,,,,
,,,111471.55,,,,,,,,,,,,,
,,,134407.93,,,,,,,,,,,,,
,,,197528.62,,,,,,,,,,,,,
,,,139761.25,,,,,,,,,,,,,
,,,197812.16,,,,,,,,,,,,,
,,,99341.87,,,,,,,,,,,,,
,,,172601.62,,,,,,,,,,,,,
,,,104936.88,,,,,,,,,,,,,
,,,159044.1,,,,,,,,,,,,,
,,,83263.06,,,,,,,,,,,,,
,,,130910.78,,,,,,,,,,,,,
,,,126336.72,,,,,,,,,,,,,
,,,47880.71,,,,,,,,,,,,,
,,,73882.49,,,,,,,,,,,,,
,,,68807.47,,,,,,,,,,,,,
,,,144039.05,,,,,,,,,,,,,
,,,151192.18,,,,,,,,,,,,,
,,,120225.62,,,,,,,,,,,,,
,,,130853.03,,,,,,,,,,,,,
,,,185156.94,,,,,,,,,,,,,
,,,35671.45,,,,,,,,,,,,,
,,,59568.24,,,,,,,,,,,,,
,,,139911.58,,,,,,,,,,,,,
,,,56770.76,,,,,,,,,,,,,
,,,157564.75,,,,,,,,,,,,,
,,,131473.31,,,,,,,,,,,,,
,,,90424.09,,,,,,,,,,,,,
,,,156660.21,,,,,,,,,,,,,
,,,46200.71,,,,,,,,,,,,,
,,,160548.12,,,,,,,,,,,,,
,,,188639.28,,,,,,,,,,,,,
,,,14665.28,,,,,,,,,,,,,
,,,156868.21,,,,,,,,,,,,,
,,,30461.55,,,,,,,,,,,,,
,,,123885.88,,,,,,,,,,,,,
,,,60688.38,,,,,,,,,,,,,
,,,21785.91,,,,,,,,,,,,,
,,,188135.69,,,,,,,,,,,,,
,,,154364.66,,,,,,,,,,,,,
,,,61312.15,,,,,,,,,,,,,
,,,47454.93,,,,,,,,,,,,,
,,,121102.9,,,,,,,,,,,,,
,,,157664.02,,,,,,,,,,,,,
,,,148689.65,,,,,,,,,,,,,
,,,39789.62,,,,,,,,,,,,,
,,,165162.4,,,,,,,,,,,,,
,,,101371.72,,,,,,,,,,,,,
,,,107876.91,,,,,,,,,,,,,
,,,115650.63,,,,,,,,,,,,,
,,,165035.17,,,,,,,,,,,,,
,,,193746.55,,,,,,,,,,,,,
,,,58458.26,,,,,,,,,,,,,
,,,52332.85,,,,,,,,,,,,,
,,,7166.71,,,,,,,,,,,,,
,,,137173.39,,,,,,,,,,,,,
,,,104665.79,,,,,,,,,,,,,
,,,44215.86,,,,,,,,,,,,,
,,,20164.47,,,,,,,,,,,,,
,,,26691.31,,,,,,,,,,,,,
,,,107955.67,,,,,,,,,,,,,
,,,150048.37,,,,,,,,,,,,,
,,,192255.15,,,,,,,,,,,,,
,,,173245.68,,,,,,,,,,,,,
,,,104804.74,,,,,,,,,,,,,
,,,69767.14,,,,,,,,,,,,,
,,,178373.43,,,,,,,,,,,,,
,,,99924.04,,,,,,,,,,,,,
,,,186071.14,,,,,,,,,,,,,
,,,77511.45,,,,,,,,,,,,,
,,,54816.57,,,,,,,,,,,,,
,,,61290.99,,,,,,,,,,,,,
,,,156768.45,,,,,,,,,,,,,
,,,73731.32,,,,,,,,,,,,,
,,,122190.22,,,,,,,,,,,,,
,,,123509.01,,,,,,,,,,,,,
,,,8199.5,,,,,,,,,,,,,
,,,14113.11,,,,,,,,,,,,,
,,,51705.01,,,,,,,,,,,,,
,,,65035.02,,,,,,,,,,,,,
,,,164257.37,,,,,,,,,,,,,
,,,51987.99,,,,,,,,,,,,,
,,,63889.1,,,,,,,,,,,,,
,,,176433.6,,,,,,,,,,,,,
,,,81313.51,,,,,,,,,,,,,
,,,13998.88,,,,,,,,,,,,,
,,,5771.56,,,,,,,,,,,,,
,,,42693.65,,,,,,,,,,,,,
,,,90839.61,,,,,,,,,,,,,
,,,54144.01,,,,,,,,,,,,,
,,,184312.88,,,,,,,,,,,,,
,,,20306.79,,,,,,,,,,,,,
,,,128256.18,,,,,,,,,,,,,
,,,182720.07,,,,,,,,,,,,,
,,,4082.52,,,,,,,,,,,,,
,,,102233.73,,,,,,,,,,,,,
,,,132002.83,,,,,,,,,,,,,
,,,126838.7,,,,,,,,,,,,,
,,,181461.46,,,,,,,,,,,,,
,,,195325.74,,,,,,,,,,,,,
,,,29132.43,,,,,,,,,,,,,
,,,131804.86,,,,,,,,,,,,,
,,,173784.04,,,,,,,,,,,,,
,,,26249.86,,,,,,,,,,,,,
,,,182650.15,,,,,,,,,,,,,
,,,196582.55,,,,,,,,,,,,,
,,,55313.51,,,,,,,,,,,,,
,,,62944.75,,,,,,,,,,,,,
,,,72375.03,,,,,,,,,,,,,
,,,133403.07,,,,,,,,,,,,,
,,,157378.5,,,,,,,,,,,,,
,,,102502.5,,,,,,,,,,,,,
,,,37577.66,,,,,,,,,,,,,
,,,83456.67,,,,,,,,,,,,,
,,,199420.41,,,,,,,,,,,,,
,,,24748.89,,,,,,,,,,,,,
,,,121765,,,,,,,,,,,,,
,,,113666.48,,,,,,,,,,,,,
,,,134110.93,,,,,,,,,,,,,
,,,183095.87,,,,,,,,,,,,,
,,,159891.03,,,,,,,,,,,,,
,,,8316.19,,,,,,,,,,,,,
,,,63736.36,,,,,,,,,,,,,
,,,94715.24,,,,,,,,,,,,,
,,,68695.38,,,,,,,,,,,,,
,,,36899.62,,,,,,,,,,,,,
,,,182775.08,,,,,,,,,,,,,
,,,76042.48,,,,,,,,,,,,,
,,,70956.75,,,,,,,,,,,,,
,,,67311.12,,,,,,,,,,,,,
,,,110454.46,,,,,,,,,,,,,
,,,122639.73,,,,,,,,,,,,,
,,,79723.78,,,,,,,,,,,,,
,,,104730.52,,,,,,,,,,,,,
,,,22499.29,,,,,,,,,,,,,
,,,28257.89,,,,,,,,,,,,,
,,,109988.09,,,,,,,,,,,,,
,,,149991.32,,,,,,,,,,,,,
,,,45180.8,,,,,,,,,,,,,
,,,181605.85,,,,,,,,,,,,,
,,,126469.09,,,,,,,,,,,,,
,,,88146.86,,,,,,,,,,,,,
,,,88333.74,,,,,,,,,,,,,
,,,90174.83,,,,,,,,,,,,,
,,,81298.09,,,,,,,,,,,,,
,,,60013.17,,,,,,,,,,,,,
,,,100940.91,,,,,,,,,,,,,
,,,128590.73,,,,,,,,,,,,,
,,,23180.37,,,,,,,,,,,,,
,,,152097.02,,,,,,,,,,,,,
,,,162443.05,,,,,,,,,,,,,
,,,55551.26,,,,,,,,,,,,,
,,,109496.69,,,,,,,,,,,,,
,,,72105.63,,,,,,,,,,,,,
,,,70224.34,,,,,,,,,,,,,
,,,145528.22,,,,,,,,,,,,,
,,,124486.28,,,,,,,,,,,,,
,,,10078.02,,,,,,,,,,,,,
,,,164967.21,,,,,,,,,,,,,
,,,91149.48,,,,,,,,,,,,,
,,,54342.83,,,,,,,,,,,,,
,,,35521.63,,,,,,,,,,,,,
,,,40496.72,,,,,,,,,,,,,
,,,178667.7,,,,,,,,,,,,,
,,,32202.61,,,,,,,,,,,,,
,,,117034.32,,,,,,,,,,,,,
,,,20346.69,,,,,,,,,,,,,
,,,84710.65,,,,,,,,,,,,,
,,,120531.31,,,,,,,,,,,,,
,,,152273.57,,,,,,,,,,,,,
,,,144345.58,,,,,,,,,,,,,
,,,170307.43,,,,,,,,,,,,,
,,,29880.99,,,,,,,,,,,,,
,,,195104.91,,,,,,,,,,,,,
,,,67599.69,,,,,,,,,,,,,
,,,105983.09,,,,,,,,,,,,,
,,,112222.64,,,,,,,,,,,,,
,,,59864.96,,,,,,,,,,,,,
,,,42581.09,,,,,,,,,,,,,
,,,4777.23,,,,,,,,,,,,,
,,,178038.17,,,,,,,,,,,,,
,,,109029.72,,,,,,,,,,,,,
,,,2267.88,,,,,,,,,,,,,
,,,55054.48,,,,,,,,,,,,,
,,,76456.17,,,,,,,,,,,,,
,,,179144.54,,,,,,,,,,,,,
,,,103570.8,,,,,,,,,,,,,
,,,55772.04,,,,,,,,,,,,,
,,,144808.37,,,,,,,,,,,,,
,,,173680.39,,,,,,,,,,,,,
,,,115753.94,,,,,,,,,,,,,
,,,174381.23,,,,,,,,,,,,,
,,,49829.8,,,,,,,,,,,,,
,,,76169.68,,,,,,,,,,,,,
,,,133465.57,,,,,,,,,,,,,
,,,38761.61,,,,,,,,,,,,,
,,,176779.46,,,,,,,,,,,,,
,,,13159.9,,,,,,,,,,,,,
,,,184221.11,,,,,,,,,,,,,
,,,19264.33,,,,,,,,,,,,,
,,,92797.23,,,,,,,,,,,,,
,,,33114.24,,,,,,,,,,,,,
,,,184842.21,,,,,,,,,,,,,
,,,155743.48,,,,,,,,,,,,,
,,,88815.25,,,,,,,,,,,,,
,,,193747.57,,,,,,,,,,,,,
,,,40199.01,,,,,,,,,,,,,
,,,51919.04,,,,,,,,,,,,,
,,,73329.08,,,,,,,,,,,,,
,,,140763.18,,,,,,,,,,,,,
,,,67979.35,,,,,,,,,,,,,
,,,86791.9,,,,,,,,,,,,,
,,,47579.25,,,,,,,,,,,,,
,,,151623.71,,,,,,,,,,,,,
,,,164039.51,,,,,,,,,,,,,
,,,19244.58,,,,,,,,,,,,,
,,,103832.58,,,,,,,,,,,,,
,,,502.7,,,,,,,,,,,,,
,,,1408.68,,,,,,,,,,,,,
,,,5985.36,,,,,,,,,,,,,
,,,37460.05,,,,,,,,,,,,,
,,,30396.43,,,,,,,,,,,,,
,,,2498.67,,,,,,,,,,,,,
,,,55346.14,,,,,,,,,,,,,
,,,59237.72,,,,,,,,,,,,,
,,,48644.94,,,,,,,,,,,,,
,,,140759.03,,,,,,,,,,,,,
,,,107712.42,,,,,,,,,,,,,
,,,181718.73,,,,,,,,,,,,,
,,,37054.65,,,,,,,,,,,,,
,,,173940.59,,,,,,,,,,,,,
,,,99298.8,,,,,,,,,,,,,
,,,62933.03,,,,,,,,,,,,,
,,,55287.84,,,,,,,,,,,,,
,,,48197.06,,,,,,,,,,,,,
,,,178642.73,,,,,,,,,,,,,
,,,8282.22,,,,,,,,,,,,,
,,,33300.56,,,,,,,,,,,,,
,,,76515.79,,,,,,,,,,,,,
,,,33680.56,,,,,,,,,,,,,
,,,93091.02,,,,,,,,,,,,,
,,,23904.52,,,,,,,,,,,,,
,,,15807.07,,,,,,,,,,,,,
,,,83773.02,,,,,,,,,,,,,
,,,90162.35,,,,,,,,,,,,,
,,,36639.25,,,,,,,,,,,,,
,,,194584.48,,,,,,,,,,,,,
,,,159629.64,,,,,,,,,,,,,
,,,34231.48,,,,,,,,,,,,,
,,,90270.16,,,,,,,,,,,,,
,,,47848.56,,,,,,,,,,,,,
,,,162865.52,,,,,,,,,,,,,
,,,168650.4,,,,,,,,,,,,,
,,,54372.37,,,,,,,,,,,,,
,,,133897.32,,,,,,,,,,,,,
,,,147878.05,,,,,,,,,,,,,
,,,118313.38,,,,,,,,,,,,,
,,,7921.57,,,,,,,,,,,,,
,,,5708.19,,,,,,,,,,,,,
,,,97213.09,,,,,,,,,,,,,
,,,12799.23,,,,,,,,,,,,,
,,,50400.32,,,,,,,,,,,,,
,,,41447.86,,,,,,,,,,,,,
,,,185543.35,,,,,,,,,,,,,
,,,170819.01,,,,,,,,,,,,,
,,,137037.97,,,,,,,,,,,,,
,,,19283.14,,,,,,,,,,,,,
,,,132038.65,,,,,,,,,,,,,
,,,3626.47,,,,,,,,,,,,,
,,,50881.51,,,,,,,,,,,,,
,,,182505.68,,,,,,,,,,,,,
,,,9209.21,,,,,,,,,,,,,
,,,167931.81,,,,,,,,,,,,,
,,,123096.56,,,,,,,,,,,,,
,,,3965.69,,,,,,,,,,,,,
,,,87711.61,,,,,,,,,,,,,
,,,49667.28,,,,,,,,,,,,,
,,,136675.22,,,,,,,,,,,,,
,,,26136.13,,,,,,,,,,,,,
,,,10096.25,,,,,,,,,,,,,
,,,188782.3,,,,,,,,,,,,,
,,,79775.19,,,,,,,,,,,,,
,,,152740.16,,,,,,,,,,,,,
,,,5791.85,,,,,,,,,,,,,
,,,13182.43,,,,,,,,,,,,,
,,,187551.24,,,,,,,,,,,,,
,,,110560.14,,,,,,,,,,,,,
,,,63795.62,,,,,,,,,,,,,
,,,62086.62,,,,,,,,,,,,,
,,,12483.56,,,,,,,,,,,,,
,,,10963.04,,,,,,,,,,,,,
,,,8247,,,,,,,,,,,,,
,,,156260.08,,,,,,,,,,,,,
,,,26927.69,,,,,,,,,,,,,
,,,19842.11,,,,,,,,,,,,,
,,,95393.43,,,,,,,,,,,,,
,,,133995.59,,,,,,,,,,,,,
,,,108003.38,,,,,,,,,,,,,
,,,99154.86,,,,,,,,,,,,,
,,,49503.5,,,,,,,,,,,,,
,,,79071.89,,,,,,,,,,,,,
,,,20940.76,,,,,,,,,,,,,
,,,34774.26,,,,,,,,,,,,,
,,,51143.43,,,,,,,,,,,,,
,,,47160.01,,,,,,,,,,,,,
,,,158666.99,,,,,,,,,,,,,
,,,65464.66,,,,,,,,,,,,,
,,,78255.86,,,,,,,,,,,,,
,,,103548.25,,,,,,,,,,,,,
,,,89609.26,,,,,,,,,,,,,
,,,193476.04,,,,,,,,,,,,,
,,,5199.02,,,,,,,,,,,,,
,,,52827.51,,,,,,,,,,,,,
,,,100423.88,,,,,,,,,,,,,
,,,175611.5,,,,,,,,,,,,,
,,,19282.85,,,,,,,,,,,,,
,,,27448.33,,,,,,,,,,,,,
,,,183963.34,,,,,,,,,,,,,
,,,110776.01,,,,,,,,,,,,,
,,,183042.2,,,,,,,,,,,,,
,,,161571.79,,,,,,,,,,,,,
,,,166692.03,,,,,,,,,,,,,
,,,71173.64,,,,,,,,,,,,,
,,,5353.12,,,,,,,,,,,,,
,,,86019.48,,,,,,,,,,,,,
,,,86383.82,,,,,,,,,,,,,
,,,70548.96,,,,,,,,,,,,,
,,,24411.02,,,,,,,,,,,,,
,,,122254.86,,,,,,,,,,,,,
,,,186035.72,,,,,,,,,,,,,
,,,73133.82,,,,,,,,,,,,,
,,,111590.35,,,,,,,,,,,,,
,,,15859.95,,,,,,,,,,,,,
,,,61324.87,,,,,,,,,,,,,
,,,176868.89,,,,,,,,,,,,,
,,,98896.06,,,,,,,,,,,,,
,,,108739.15,,,,,,,,,,,,,
,,,12266.06,,,,,,,,,,,,,
,,,163317.5,,,,,,,,,,,,,
,,,182247.77,,,,,,,,,,,,,
,,,168261.4,,,,,,,,,,,,,
,,,141827.83,,,,,,,,,,,,,
,,,161671.15,,,,,,,,,,,,,
,,,192013.23,,,,,,,,,,,,,
,,,127875.1,,,,,,,,,,,,,
,,,60811.56,,,,,,,,,,,,,
,,,131177.22,,,,,,,,,,,,,
,,,130862.11,,,,,,,,,,,,,
,,,72970.93,,,,,,,,,,,,,
,,,28123.99,,,,,,,,,,,,,
,,,166650.32,,,,,,,,,,,,,
,,,45507.24,,,,,,,,,,,,,
,,,112202.64,,,,,,,,,,,,,
,,,37140.2,,,,,,,,,,,,,
,,,99251.24,,,,,,,,,,,,,
,,,143345.69,,,,,,,,,,,,,
,,,59653.03,,,,,,,,,,,,,
,,,196864.61,,,,,,,,,,,,,
,,,127256.7,,,,,,,,,,,,,
,,,1099.95,,,,,,,,,,,,,
,,,146192.4,,,,,,,,,,,,,
,,,48553.77,,,,,,,,,,,,,
,,,144407.1,,,,,,,,,,,,,
,,,195760.53,,,,,,,,,,,,,
,,,44827.47,,,,,,,,,,,,,
,,,88743.99,,,,,,,,,,,,,
,,,88837.11,,,,,,,,,,,,,
,,,62112.7,,,,,,,,,,,,,
,,,163563.07,,,,,,,,,,,,,
,,,174800.31,,,,,,,,,,,,,
,,,82647.65,,,,,,,,,,,,,
,,,134175.15,,,,,,,,,,,,,
,,,6175.53,,,,,,,,,,,,,
,,,29213.63,,,,,,,,,,,,,
,,,67214.02,,,,,,,,,,,,,
,,,188809.23,,,,,,,,,,,,,
,,,79408.17,,,,,,,,,,,,,
,,,89222.66,,,,,,,,,,,,,
,,,86079.67,,,,,,,,,,,,,
,,,166516.84,,,,,,,,,,,,,
,,,126419.8,,,,,,,,,,,,,
,,,89103.05,,,,,,,,,,,,,
,,,132973.17,,,,,,,,,,,,,
,,,93122.41,,,,,,,,,,,,,
,,,167522.19,,,,,,,,,,,,,
,,,157239.6,,,,,,,,,,,,,
,,,107429.71,,,,,,,,,,,,,
,,,75304.09,,,,,,,,,,,,,
,,,182944.47,,,,,,,,,,,,,
,,,5983.7,,,,,,,,,,,,,
,,,163655.01,,,,,,,,,,,,,
,,,89385.92,,,,,,,,,,,,,
,,,168773.54,,,,,,,,,,,,,
,,,96864.36,,,,,,,,,,,,,
,,,134455.84,,,,,,,,,,,,,
,,,28368.37,,,,,,,,,,,,,
,,,103898.59,,,,,,,,,,,,,
,,,63239.65,,,,,,,,,,,,,
,,,3837.08,,,,,,,,,,,,,
,,,92977.75,,,,,,,,,,,,,
,,,191368.37,,,,,,,,,,,,,
,,,60285.3,,,,,,,,,,,,,
,,,180693.61,,,,,,,,,,,,,
,,,126475.79,,,,,,,,,,,,,
,,,133535.99,,,,,,,,,,,,,
,,,164886.64,,,,,,,,,,,,,
,,,116238.39,,,,,,,,,,,,,
,,,138051.19,,,,,,,,,,,,,
,,,1985.41,,,,,,,,,,,,,
,,,165626.6,,,,,,,,,,,,,
,,,65765.22,,,,,,,,,,,,,
,,,50759.8,,,,,,,,,,,,,
,,,163216.48,,,,,,,,,,,,,
,,,74850.93,,,,,,,,,,,,,
,,,23491.09,,,,,,,,,,,,,
,,,134272.57,,,,,,,,,,,,,
,,,155721.15,,,,,,,,,,,,,
,,,133210.44,,,,,,,,,,,,,
,,,18986.12,,,,,,,,,,,,,
,,,100507.81,,,,,,,,,,,,,
,,,95372.64,,,,,,,,,,,,,
,,,31805.49,,,,,,,,,,,,,
,,,51959.82,,,,,,,,,,,,,
,,,130824.57,,,,,,,,,,,,,
,,,933.38,,,,,,,,,,,,,
,,,2560.11,,,,,,,,,,,,,
,,,176692.87,,,,,,,,,,,,,
,,,102908.63,,,,,,,,,,,,,
,,,41291.05,,,,,,,,,,,,,
,,,119127.06,,,,,,,,,,,,,
,,,126434.61,,,,,,,,,,,,,
,,,103901.35,,,,,,,,,,,,,
,,,85153,,,,,,,,,,,,,
,,,12493.61,,,,,,,,,,,,,
,,,167336.78,,,,,,,,,,,,,
,,,186180.42,,,,,,,,,,,,,
,,,137985.69,,,,,,,,,,,,,
,,,107874.39,,,,,,,,,,,,,
,,,171995.34,,,,,,,,,,,,,
,,,61829.89,,,,,,,,,,,,,
,,,31728.35,,,,,,,,,,,,,
,,,130866.95,,,,,,,,,,,,,
,,,24255.21,,,,,,,,,,,,,
,,,64679.07,,,,,,,,,,,,,
,,,66463.62,,,,,,,,,,,,,
,,,102908.91,,,,,,,,,,,,,
,,,48170.57,,,,,,,,,,,,,
,,,11597.69,,,,,,,,,,,,,
,,,184061.17,,,,,,,,,,,,,
,,,109538.35,,,,,,,,,,,,,
,,,129192.55,,,,,,,,,,,,,
,,,181430.91,,,,,,,,,,,,,
,,,121451.21,,,,,,,,,,,,,
,,,131712.51,,,,,,,,,,,,,
,,,53294.17,,,,,,,,,,,,,
,,,96546.55,,,,,,,,,,,,,
,,,172618.52,,,,,,,,,,,,,
,,,59259.44,,,,,,,,,,,,,
,,,101918.96,,,,,,,,,,,,,
,,,57802.62,,,,,,,,,,,,,
,,,142454.77,,,,,,,,,,,,,
,,,143829.54,,,,,,,,,,,,,
,,,44114.88,,,,,,,,,,,,,
,,,186948.35,,,,,,,,,,,,,
,,,173629.78,,,,,,,,,,,,,
,,,49133.45,,,,,,,,,,,,,
,,,178122.71,,,,,,,,,,,,,
,,,20893.61,,,,,,,,,,,,,
,,,41303.29,,,,,,,,,,,,,
,,,180490.53,,,,,,,,,,,,,
,,,87400.53,,,,,,,,,,,,,
,,,73686.75,,,,,,,,,,,,,
,,,172497.73,,,,,,,,,,,,,
,,,89286.29,,,,,,,,,,,,,
,,,180082.7,,,,,,,,,,,,,
,,,76068.95,,,,,,,,,,,,,
,,,107673.35,,,,,,,,,,,,,
,,,33607.72,,,,,,,,,,,,,
,,,115719.08,,,,,,,,,,,,,
,,,147668.64,,,,,,,,,,,,,
,,,190937.09,,,,,,,,,,,,,
,,,84531.79,,,,,,,,,,,,,
,,,161133.4,,,,,,,,,,,,,
,,,185555.63,,,,,,,,,,,,,
,,,33075.24,,,,,,,,,,,,,
,,,39806.75,,,,,,,,,,,,,
,,,26389.92,,,,,,,,,,,,,
,,,12162.76,,,,,,,,,,,,,
,,,167237.94,,,,,,,,,,,,,
,,,52067.37,,,,,,,,,,,,,
,,,143274.41,,,,,,,,,,,,,
,,,121428.2,,,,,,,,,,,,,
,,,79704.12,,,,,,,,,,,,,
,,,41590.4,,,,,,,,,,,,,
,,,76053.07,,,,,,,,,,,,,
,,,1243.97,,,,,,,,,,,,,
,,,76326.67,,,,,,,,,,,,,
,,,145338.61,,,,,,,,,,,,,
,,,57751.21,,,,,,,,,,,,,
,,,138880.24,,,,,,,,,,,,,
,,,136120.29,,,,,,,,,,,,,
,,,167621.18,,,,,,,,,,,,,
,,,173276.62,,,,,,,,,,,,,
,,,99661.46,,,,,,,,,,,,,
,,,70240.79,,,,,,,,,,,,,
,,,113553.42,,,,,,,,,,,,,
,,,690.84,,,,,,,,,,,,,
,,,98802.76,,,,,,,,,,,,,
,,,130661.95,,,,,,,,,,,,,
,,,116378.82,,,,,,,,,,,,,
,,,186052.15,,,,,,,,,,,,,
,,,100101.06,,,,,,,,,,,,,
,,,169952.82,,,,,,,,,,,,,
,,,37973.13,,,,,,,,,,,,,
,,,188974.81,,,,,,,,,,,,,
,,,86334.64,,,,,,,,,,,,,
,,,152845.99,,,,,,,,,,,,,
,,,146652.11,,,,,,,,,,,,,
,,,59297.34,,,,,,,,,,,,,
,,,125848.88,,,,,,,,,,,,,
,,,76264.27,,,,,,,,,,,,,
,,,3939.87,,,,,,,,,,,,,
,,,15306.29,,,,,,,,,,,,,
,,,58214.79,,,,,,,,,,,,,
,,,35877.03,,,,,,,,,,,,,
,,,21254.06,,,,,,,,,,,,,
,,,23531.5,,,,,,,,,,,,,
,,,89099.18,,,,,,,,,,,,,
,,,807.06,,,,,,,,,,,,,
,,,121592.5,,,,,,,,,,,,,
,,,4700.66,,,,,,,,,,,,,
,,,161909.95,,,,,,,,,,,,,
,,,99086.74,,,,,,,,,,,,,
,,,163170.32,,,,,,,,,,,,,
,,,72757.33,,,,,,,,,,,,,
,,,73286.8,,,,,,,,,,,,,
,,,146056.29,,,,,,,,,,,,,
,,,167673.37,,,,,,,,,,,,,
,,,146011.55,,,,,,,,,,,,,
,,,103381.47,,,,,,,,,,,,,
,,,83022.92,,,,,,,,,,,,,
,,,46041.08,,,,,,,,,,,,,
,,,182843.24,,,,,,,,,,,,,
,,,171364.18,,,,,,,,,,,,,
,,,152883.95,,,,,,,,,,,,,
,,,54702.66,,,,,,,,,,,,,
,,,78365.75,,,,,,,,,,,,,
,,,68666.63,,,,,,,,,,,,,
,,,151375.73,,,,,,,,,,,,,
,,,19959.67,,,,,,,,,,,,,
,,,26955.72,,,,,,,,,,,,,
,,,76267.59,,,,,,,,,,,,,
,,,100998.5,,,,,,,,,,,,,
,,,191070.01,,,,,,,,,,,,,
,,,176858.5,,,,,,,,,,,,,
,,,45325.26,,,,,,,,,,,,,
,,,78896.59,,,,,,,,,,,,,
,,,11144.4,,,,,,,,,,,,,
,,,144181.48,,,,,,,,,,,,,
,,,32757.55,,,,,,,,,,,,,
,,,80320.3,,,,,,,,,,,,,
,,,185830.72,,,,,,,,,,,,,
,,,160095.31,,,,,,,,,,,,,
,,,52198.84,,,,,,,,,,,,,
,,,31811.44,,,,,,,,,,,,,
,,,104181.78,,,,,,,,,,,,,
,,,67667.19,,,,,,,,,,,,,
,,,193974.47,,,,,,,,,,,,,
,,,43249.67,,,,,,,,,,,,,
,,,55218.02,,,,,,,,,,,,,
,,,43117.1,,,,,,,,,,,,,
,,,186655.11,,,,,,,,,,,,,
,,,33266.29,,,,,,,,,,,,,
,,,555.28,,,,,,,,,,,,,
,,,35279.74,,,,,,,,,,,,,
,,,2101.89,,,,,,,,,,,,,
,,,94949.84,,,,,,,,,,,,,
,,,74692.06,,,,,,,,,,,,,
,,,116692.8,,,,,,,,,,,,,
,,,32824.15,,,,,,,,,,,,,
,,,139607.61,,,,,,,,,,,,,
,,,115525.13,,,,,,,,,,,,,
,,,52341.15,,,,,,,,,,,,,
,,,159813.18,,,,,,,,,,,,,
,,,146033.52,,,,,,,,,,,,,
,,,153122.73,,,,,,,,,,,,,
,,,60335.24,,,,,,,,,,,,,
,,,163757.29,,,,,,,,,,,,,
,,,156648.81,,,,,,,,,,,,,
,,,5388.3,,,,,,,,,,,,,
,,,71192.82,,,,,,,,,,,,,
,,,170309.19,,,,,,,,,,,,,
,,,109794.31,,,,,,,,,,,,,
,,,166310.82,,,,,,,,,,,,,
,,,126728.27,,,,,,,,,,,,,
,,,30338.94,,,,,,,,,,,,,
,,,37935.83,,,,,,,,,,,,,
,,,25329.48,,,,,,,,,,,,,
,,,49676.33,,,,,,,,,,,,,
,,,169498.61,,,,,,,,,,,,,
,,,166458.41,,,,,,,,,,,,,
,,,181294.39,,,,,,,,,,,,,
,,,21768.21,,,,,,,,,,,,,
,,,72849.29,,,,,,,,,,,,,
,,,24499.97,,,,,,,,,,,,,
,,,98994.92,,,,,,,,,,,,,
,,,141446.01,,,,,,,,,,,,,
,,,77864.41,,,,,,,,,,,,,
,,,115115.32,,,,,,,,,,,,,
,,,168605.96,,,,,,,,,,,,,
,,,38550.4,,,,,,,,,,,,,
,,,3701.63,,,,,,,,,,,,,
,,,88659.44,,,,,,,,,,,,,
,,,44273.91,,,,,,,,,,,,,
,,,182988.94,,,,,,,,,,,,,
,,,175082.2,,,,,,,,,,,,,
,,,148811.14,,,,,,,,,,,,,
,,,85901.09,,,,,,,,,,,,,
,,,199255.32,,,,,,,,,,,,,
,,,107973.44,,,,,,,,,,,,,
,,,128028.6,,,,,,,,,,,,,
,,,104610.86,,,,,,,,,,,,,
,,,69676.55,,,,,,,,,,,,,
,,,35982.42,,,,,,,,,,,,,
,,,117939.17,,,,,,,,,,,,,
,,,95140.62,,,,,,,,,,,,,
,,,167682.57,,,,,,,,,,,,,
,,,56562.57,,,,,,,,,,,,,
,,,90305.97,,,,,,,,,,,,,
,,,109895.16,,,,,,,,,,,,,
,,,1843.24,,,,,,,,,,,,,
,,,102747.02,,,,,,,,,,,,,
,,,97465.89,,,,,,,,,,,,,
,,,105352.55,,,,,,,,,,,,,
,,,85801.77,,,,,,,,,,,,,
,,,69370.05,,,,,,,,,,,,,
,,,176945.96,,,,,,,,,,,,,
,,,21597.2,,,,,,,,,,,,,
,,,152039.67,,,,,,,,,,,,,
,,,111893.09,,,,,,,,,,,,,
,,,195074.62,,,,,,,,,,,,,
,,,15959.01,,,,,,,,,,,,,
,,,23860.5,,,,,,,,,,,,,
,,,179451.42,,,,,,,,,,,,,
,,,93180.09,,,,,,,,,,,,,
,,,157097.09,,,,,,,,,,,,,
,,,31406.93,,,,,,,,,,,,,
,,,32044.64,,,,,,,,,,,,,
,,,132734.87,,,,,,,,,,,,,
,,,61602.42,,,,,,,,,,,,,
,,,57962.41,,,,,,,,,,,,,
,,,42862.82,,,,,,,,,,,,,
,,,152992.04,,,,,,,,,,,,,
,,,91193.65,,,,,,,,,,,,,
